,SMILES,PCE
52,CC1=CC(CCCCCCCCCCCCCC)=C(C2=CC(CCCCCCCCCCCCCC)=C(C3=NC(SC(C4=C(CCCCCCCCCCCCCC)C=C(C5=C(CCCCCCCCCCCCCC)C=C(C)S5)S4)=N6)=C6S3)S2)S1,1.6
53,CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C(CCCCCCCCCCCC)C(C#N)=C(C5=C(C#N)C(CCCCCCCCCCCC)=C(C)S5)S4)S3)C(OCC(CCCC)CC)=C2S1,0.55
54,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)S7)C7=C2OCC(CCCC)CC,5.7
55,[C]C1=CC2=C(S1)C(C3=CC(F)=C(CC(CC)CCCC)S3)=C4C(SC(C5=CC=C(S5)C6=C7C(C(C8=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C8C7=O)=O)=C(C9=CC=C([C])S9)S6)=C4)=C2C%10=CC(F)=C(CC(CC)CCCC)S%10,14.18
56,CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=C(CCCCCC)N=C(C7=NC(CCCCCC)=C(C8=CC=C(C)S8)S7)S6)S5)=C3)C4=C9)=C9C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1,2.77
57,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC=C(C5=C(OCC(CC)CCCC)C(OCC(CCCC)CC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CC)CCCC)S9,4.9
58,CC1=CC=C(C2=CC(S3)=C(S2)C4=C3C5=CC(C6(C7=CC=C(OCCCCCCCC)C=C7)C8=CC=C(OCCCCCCCC)C=C8)=C(C=C5C4(C9=CC=C(OCCCCCCCC)C=C9)C%10=CC=C(OCCCCCCCC)C=C%10)C%11=C6C(S%12)=C(S%11)C=C%12C)C%13=NSN=C1%13,3.8
59,CC1=CC2=C(OCC(CC)CCCC)C(OCC(CCCC)CC)=C3C(SC(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C3)=C2S1,4.32
60,CC1=CC2=C(C3=C4C5=C6C=C(C7=C(C)C=C(C)C=C7C)C=C5C8=C9C4=C(C(C%10=CC(C%11=CC=C(C(N(CC(CC)CCCC)C%12=O)=C%13C%12=C(C%14=CC=C(C)S%14)N(CC(CC)CCCC)C%13=O)S%11)=C%15)=C%15C9=CC(C%16=C(C)C=C(C)C=C%16C)=C8)C%17=C3C(C2=CC(C%18=C(C)C=C(C)C=C%18C)=C%19)=C%19C%20=C%17C%10=CC(C%21=C(C)C=C(C)C=C%21C)=C%20)C6=C1,2.85
61,[C]C1=CC(C(C2=CC(CCCCCC)=C(CC(CCCC)CC)S2)=C3SC(C4=CC=C([C])C5=NSN=C45)=CC3=C6C7=CC(CCCCCC)=C(CC(CC)CCCC)S7)=C6S1,9.4
62,CC1=CC=C(C2=C(C#N)C(C#N)=C(C3=CC=C(C4=CC(C(CCC(CCCCCC)CCCC)=C(SC(C)=C5)C5=C6CCC(CCCCCC)CCCC)=C6S4)S3)C7=NN(CC(CCCCCC)CCCC)N=C27)S1,5.53
63,CC(S1)=CC=C1C2=C(N=C(C3=CC(OC[C@H](CC)CCCC)=CC=C3)C(C4=CC=CC(OCC(CC)CCCC)=C4)=N5)C5=C(C(S6)=CC=C6C(S7)=CC(C7=C8C9=CC=C(CC(CC)CCCC)S9)=C(C%10=CC=C(CC(CCCC)CC)S%10)C%11=C8C=C(C)S%11)C=C2,5.0
64,CC(S1)=CC=C1C2=CC=C(C(S3)=CC=C3C(S4)=CC(C4=C5C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C#C[Si](C(C)C)(C(C)C)C(C)C)C6=C5C=C(C)S6)C7=C2N=C(C8=CC=C(OCCCCCCCC)C=C8)C(C9=CC=C(OCCCCCCCC)C=C9)=N7,1.6
65,CC(S1)=CC2=C1C3=C(C(N2CC(CC)CCCC)=O)C=C(C(C(N4CC(CCCC)CC)=O)=C3)C5=C4C=C(S5)C6=CC7=C(C(SC(C)=C8)=C8[Si]7(CC(CCCC)CC)CC(CCCC)CC)S6,3.48
66,CC1=CC2=C(C(C3=CC=C(C4=CC=CC(OCC(CC)CCCC)=C4)S3)=C(C=C(C5=CC=C(C6=C(OCCCCCCCC)C(OCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)S9)C9=C2C%10=CC=C(C%11=CC(OCC(CCCC)CC)=CC=C%11)S%10)S1,1.82
67,CC1=CC2=C(C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC4=C(C(SC(C)=C5)=C5C6=NON=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC)S1,2.8
68,CC1=CC2=C(C(C(N=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=N5)=C5C6=C7N(CCCCCCCCCCCC)C8=C6SC(C9=CC%10=C(C(C=CC(C)=C%11)=C%11N%10C(CCCCCCCC)CCCCCCCC)C=C9)=C8)=C7N2CCCCCCCCCCCC)S1,2.95
69,CC1=C2C(SC(C(OCC(CC)CCCC)=O)=C2F)=C(C3=CC4=C(C5=CC(SCCCC)=C(SCCCCCC)S5)C6=C(C=C(C)S6)C(C7=CC(SCCCC)=C(SCCCCCC)S7)=C4S3)S1,4.48
70,CC1=CC2=C(C3=CC=C(CC(CC)CCCC)[Se]3)C(SC(C4=CC=C(C5=C(OCC(CCCCCCC)(CCCCCCC)CO6)C6=C(C7=CC=C(C)C8=NSN=C78)S5)C9=NSN=C49)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)[Se]%11)=C2S1,4.51
71,CC(S1)=CC2=C1C(OCC(CCCCCCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CC)CCCC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2C8=CC=CC=C8,7.68
72,CC1=CC2=C(OCC(CCCC)CC)C3=C(C=C(C4=C5C(C(C(C=C(OCCCCCCCC)C=C6)=C6C5=O)=O)=C(C)S4)S3)C(OCC(CC)CCCC)=C2S1,1.01
73,CC1=CC2=C(C(C(C3=CC=C(OCC(CC)CCCC)C=C3)(C4=CC=C(OCC(CCCC)CC)C=C4)C5=C6C=C7C(C(SC8=C9SC(C%10=CC=C(C%11=CC=C(C%12=CC=C(C)S%12)C%13=NON=C%11%13)S%10)=C8)=C9C7(C%14=CC=C(OCC(CCCC)CC)C=C%14)C%15=CC=C(OCC(CC)CCCC)C=C%15)=C5)=C6S2)S1,4.6
74,CC1=CC2=C(C(C=C(SC3=C4C=C5C(C(SC(C6=C(OCCCCCC)C(OCCCCCC)=C(C)C7=NSN=C76)=C8)=C8C5(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C3)C4=C%11)=C%11C2(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S1,5.18
75,O=C1N(C[C@@H](CCCC)CC)C(C2=CC=C(C)S2)=C3C1=C(C4=CC=C(C5=CC(N(C(C[C@@H](CCCC)CC)CC(CCCC)CC)C6=C7SC(C)=C6)=C7S5)S4)N(C[C@H](CC)CCCC)C3=O,1.12
76,CC1=CC2=C(C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(F)=C(C(C(CC)CCCC)=O)S4)=C(C)S3)O5)C5=C2OCC(CCCC)CC)O1,5.22
77,CC1=CC2=C(C(SC(C3=C4C(C(C(C=C(CCCCCCCC)C(CCCCCCCC)=C5)=C5C4=O)=O)=C(C)S3)=C6)=C6[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC)S1,2.35
78,CC1=CC=C(C(S2)=C3C(C(C4=C(C[C@@H](CCCC)CC)OC(C[C@@H](CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC(C(C7=CC=C(CCCCCCCC)S7)=C(SC(C)=C8)C8=C9C%10=CC=C(CCCCCCCC)S%10)=C9S6)S5)S1,5.2
79,CC1=CC=C(C(N(CCCCCCCC)C2=O)=C(C2=C(C(S3)=CC=C3C(S4)=CC(C4=C5CCC(CCCCCCCC)CCCCC)=C(CCC(CCCCC)CCCCCCCC)C6=C5C=C(C)S6)N7CCCCCCCC)C7=O)S1,1.4
80,CC(S1)=CC2=C1C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=N[Se]N=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC,5.18
